id_0;fid_unidad;cod_le;cod_ue_det;des_ue_det;cod_dep;nom_dep;cod_prov;nom_prov;cod_mun;nom_mun;cod_mod_ap;modalidad;cod_le_12;cod_ue;des_ue;area;cod_depn;cant_2020;crec_anual;cant_2024
3427;7703;80480224;80480281;EL PORVENIR A FUTURE SRL;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480224;80480281;EL PORVENIR A FUTURE SRL;U;3;23;4;
3428;7676;80480194;80480250;PSICOPEDAGOGICO;1;Chuquisaca;1;Oropeza;1;Sucre;2;Alternativa;80480194;80480250;PSICOPEDAGOGICO;U;2;362;5;
3429;7316;80430055;80430052;TARCAI ALTA;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80430055;80430052;TARCAI ALTA;R;1;116;4;
3430;7705;80480226;80480283;NICOLS JRGEN SCHTT;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480226;80480283;NICOLS JRGEN SCHTT;U;3;230;1;
3431;7660;80480173;"80480219;80480245";"JOSE IPIA MELGAR;JOSE IPIA MELGAR N";1;Chuquisaca;1;Oropeza;1;Sucre;2;Alternativa;80480173;80480245;JOSE IPIA MELGAR N;U;3;66;2;
3432;7610;80480097;80480143;SOJTA PATA;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480097;80480143;SOJTA PATA;R;2;443;8;
3433;7639;80480132;80480165;SAN VICENTE DE PAUL INICIAL;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480132;80480165;SAN VICENTE DE PAUL INICIAL;U;2;454;1;
3434;7196;80410030;80410031;SALVADOR SALAME NOYA;1;Chuquisaca;8;Belisario Boeto;1;Villa Serrano;1;Regular;80410030;80410031;SALVADOR SALAME NOYA;R;1;302;9;
3435;7640;80480134;"80480040;80480189;80480256";"JOSE MARIANO SERRANO A;JOSE MARIANO SERRANO C;JORGE CABRERA ACUA";1;Chuquisaca;1;Oropeza;1;Sucre;2;Alternativa;80480134;80480256;JORGE CABRERA ACUA;U;1;182;2;
3436;7666;80480184;"80480047;80480233";"JOSE MARIANO SERRANO B;QORI PUNCU";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480184;80480047;JOSE MARIANO SERRANO B;R;1;40;6;
3437;6088;71480062;71480062;EDUARDO ABAROA;5;Potosi;1;Tomas Frias;2;Tinquipaya;1;Regular;71480062;71480062;EDUARDO ABAROA;R;1;137;8;
3438;7541;80480018;"80480039;80480168";"TREVERIS;JOSE MARIANO SERRANO D";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480018;80480168;JOSE MARIANO SERRANO D;U;1;120;6;
3439;11160;81150017;81150017;SANTA ANA;4;Oruro;9;Sabaya;3;Chipaya;1;Regular;81150017;81150017;SANTA ANA;R;1;8;1;
3440;7649;80480159;80480201;IBADE;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480159;80480201;IBADE;U;3;316;2;
3441;11049;81100023;81100017;SAN PEDRO DE CONDO;4;Oruro;14;Sebastian Pagador;1;Santiago de Huari;1;Regular;81100023;81100017;SAN PEDRO DE CONDO;R;1;131;8;
3442;7555;80480034;"80480053;80480054;80480187";"DANIEL SANCHEZ BUSTAMANTE;23 DE MARZO;MARTHA MENDOZA";1;Chuquisaca;1;Oropeza;1;Sucre;2;Alternativa;80480034;80480187;MARTHA MENDOZA;U;1;210;0;
3443;7558;80480037;"80480073;80480074";"AGAR SALAZAR DE COX;GERARDO VACA GUZMAN";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480037;80480074;GERARDO VACA GUZMAN;U;1;524;0;
3444;7674;80480192;80480248;APRECIA;1;Chuquisaca;1;Oropeza;1;Sucre;2;Alternativa;80480192;80480248;APRECIA;U;2;853;1;
3445;6094;71480068;71480068;SIHUAYU;5;Potosi;1;Tomas Frias;2;Tinquipaya;1;Regular;71480068;71480068;SIHUAYU;R;1;376;3;
3446;7718;80480239;80480304;ISEC;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480239;80480304;ISEC;U;1;908;0;
3447;7673;80480191;80480244;NATIONAL SCHOOL;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480191;80480244;NATIONAL SCHOOL;U;3;34;2;
3448;7625;80480116;"80480011;80480076;80480179";"SAN XAVIER DE FE Y ALEGRIA;SAN XAVIER B;SAN XAVIER A";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480116;80480179;SAN XAVIER A;U;2;439;5;
3449;7706;80480227;"80480284;80480295";"CRISTINA AITKEN DE GUTIERREZ;CRISTINA AITKEN DE GUTIERREZ B";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480227;80480284;CRISTINA AITKEN DE GUTIERREZ;U;2;931;0;
3450;7704;80480225;80480282;BET-EL CHRISTIAN SCHOOL;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480225;80480282;BET-EL CHRISTIAN SCHOOL;U;3;572;4;
3451;7532;80480006;"80480014;80480015;80480170";"MCAL. SUCRE A;AMALIA VIUDA DE VARGAS;MCAL. SUCRE B";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480006;80480014;MCAL. SUCRE A;U;1;509;0;
3452;7699;80480220;80480276;LATINO AMERICANO DE COMERCIO A;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480220;80480276;LATINO AMERICANO DE COMERCIO A;U;3;329;7;
3453;7684;80480204;80480257;INTERNATIONAL MODEL SCHOOL AL-IMAN;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480204;80480257;INTERNATIONAL MODEL SCHOOL AL-IMAN;U;3;847;0;
3454;11159;81150016;81150016;URUS ANDINO;4;Oruro;9;Sabaya;3;Chipaya;1;Regular;81150016;81150016;URUS ANDINO;R;1;305;4;
3455;7647;80480157;"80480199;80480239";"COOPERATIVA EDUCACIONAL BOLIVIA;COOPERATIVA EDUCACIONAL BOLIVIA";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480157;80480199;COOPERATIVA EDUCACIONAL BOLIVIA;U;3;559;1;
3456;7553;80480032;"80480061;80480062;80480063";"ARTURO ARANIBAR;BENJAMIN GUZMAN;SIMON BOLIVAR";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480032;80480062;BENJAMIN GUZMAN;U;1;736;6;
3457;2936;61460038;61460038;EDUARDO AVAROA DE YAHUACARI;5;Potosi;3;Cornelio Saavedra;3;Tacobamba;1;Regular;61460038;61460038;EDUARDO AVAROA DE YAHUACARI;R;1;64;9;
3458;7533;80480007;"80480013;80480016;80480017;80480301";"FLORA QUIROGA DE ORTUZTE;MERCEDES CANDIA DE OVANDO INICIAL;MERCEDES CANDIA DE OVANDO PRIMARIA;FLORA QUIROGA DE ORTUZTE A";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480007;80480017;MERCEDES CANDIA DE OVANDO PRIMARIA;U;1;20;8;
3459;7288;80430025;80430028;MOLLE MAYU;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80430025;80430028;MOLLE MAYU;R;1;108;3;
3460;7715;80480236;80480300;PNP CHUQUISACA 1;1;Chuquisaca;1;Oropeza;1;Sucre;2;Alternativa;80480236;80480300;PNP CHUQUISACA 1;U;1;923;6;
3461;7632;80480123;80480023;SAN MATIAS DE FE ALEGRIA;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480123;80480023;SAN MATIAS DE FE ALEGRIA;U;2;746;5;
3462;7695;80480216;80480273;VILLA CHARCAS;1;Chuquisaca;1;Oropeza;1;Sucre;2;Alternativa;80480216;80480273;VILLA CHARCAS;U;2;53;7;
3463;7641;80480135;"80480055;80480067;80480162;80480173;80480180;80480230";"SAGRADO CORAZON FE Y ALEGRIA B;LOYOLA B;SAGRADO CORAZON FE Y ALEGRIA A;LOYOLA DE FE Y ALEGRIA B;LOYOLA DE FE Y ALEGRIA A;LOYOLA A";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480135;80480180;LOYOLA DE FE Y ALEGRIA A;U;2;453;9;
3464;7549;80480027;"80480018;80480052;80480271";"ACCION SOCIAL B;ACCION SOCIAL A;ACCION SOCIAL C";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480027;80480052;ACCION SOCIAL A;U;1;380;9;
3465;7683;80480203;80480255;JOAQUIN ALONSO;1;Chuquisaca;1;Oropeza;1;Sucre;2;Alternativa;80480203;80480255;JOAQUIN ALONSO;U;2;369;3;
3466;7304;80430042;80430050;TIPA VILLQUE;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80430042;80430050;TIPA VILLQUE;R;1;46;2;
3467;7566;80480046;80480088;ACHIA;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80480046;80480088;ACHIA;R;2;860;8;
3468;6120;71480096;71480096;CKASANI;5;Potosi;1;Tomas Frias;2;Tinquipaya;1;Regular;71480096;71480096;CKASANI;R;1;970;4;
3469;7671;80480189;"80480241;80480294";"ROBERTO ALVARADO DAZA D;ROBERTO ALVARADO DAZA E";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480189;80480241;ROBERTO ALVARADO DAZA D;U;1;480;3;
3470;7564;80480043;80480085;CRISTO REY;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480043;80480085;CRISTO REY;U;1;513;0;
3471;7680;80480199;80480252;CARITA DE ANGEL;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480199;80480252;CARITA DE ANGEL;U;3;469;5;
3472;12643;81450126;81450128;VILA PAMPA;5;Potosi;4;Chayanta;1;Colquechaca;1;Regular;81450126;81450128;VILA PAMPA;R;1;901;0;
3473;11095;81120005;81120005;CHULLUNQUIANI;4;Oruro;12;Sur Carangas;1;Santiago de Andamarca;1;Regular;81120005;81120005;CHULLUNQUIANI;R;1;214;2;
3474;11145;81150001;81150001;PUENTE TOPATER;4;Oruro;9;Sabaya;3;Chipaya;1;Regular;81150001;81150001;PUENTE TOPATER;R;1;382;9;
3475;7609;80480096;80480142;SOCAPAMPA;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480096;80480142;SOCAPAMPA;R;1;484;4;
3476;7562;80480041;"80480083;80480171";"FRANCISCANA SAN JUANILLO;SAN JUANILLO";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480041;80480083;FRANCISCANA SAN JUANILLO;U;2;47;4;
3477;11091;81120001;81120001;OTTO SAUCEDO RIVERO;4;Oruro;12;Sur Carangas;1;Santiago de Andamarca;1;Regular;81120001;81120001;OTTO SAUCEDO RIVERO;R;1;644;7;
3478;13539;81850044;81850052;SANTA LUCIA DEL MUTUN;7;Santa Cruz;14;German Busch;1;Puerto Suarez;1;Regular;81850044;81850052;SANTA LUCIA DEL MUTUN;R;1;902;2;
3479;7685;80480205;80480258;CIUDAD BLANCA;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480205;80480258;CIUDAD BLANCA;U;3;836;8;
3480;6100;71480074;71480074;CAYMOMA;5;Potosi;1;Tomas Frias;2;Tinquipaya;1;Regular;71480074;71480074;CAYMOMA;R;1;219;0;
3481;6363;71850017;71850020;SAN JORGE;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850017;71850020;SAN JORGE;U;3;932;4;
3482;2932;61460034;61460034;POTOSILLO;5;Potosi;3;Cornelio Saavedra;3;Tacobamba;1;Regular;61460034;61460034;POTOSILLO;R;1;590;8;
3483;7530;80480003;"80480005;80480006;80480082";"ROBERTO ALVARADO DAZA C;ROBERTO ALVARADO DAZA B;ROBERTO ALVARADO DAZA A";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480003;80480082;ROBERTO ALVARADO DAZA A;U;1;219;9;
3484;13520;81850024;81850013;EL SALVADOR;7;Santa Cruz;14;German Busch;1;Puerto Suarez;1;Regular;81850024;81850013;EL SALVADOR;R;1;671;4;
3485;6538;71920072;71920074;12 DE FEBRERO;7;Santa Cruz;7;Cordillera;2;Charagua;1;Regular;71920072;71920074;12 DE FEBRERO;R;1;981;3;
3486;7656;80480168;80480212;NAZARENO;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480168;80480212;NAZARENO;U;3;173;7;
3487;6162;71480141;71480144;TUPAC KATARI DE CKULTA;5;Potosi;1;Tomas Frias;2;Tinquipaya;1;Regular;71480141;71480144;TUPAC KATARI DE CKULTA;R;1;321;0;
3488;6093;71480067;71480067;QHARI MAYU;5;Potosi;1;Tomas Frias;2;Tinquipaya;1;Regular;71480067;71480067;QHARI MAYU;R;1;122;6;
3489;7709;80480230;80480288;MONTE CRISTO;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480230;80480288;MONTE CRISTO;U;3;477;7;
3490;6360;71850014;"71850017;71850021";"ARROYO CONCEPCION;LA FRONTERA";7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850014;71850021;LA FRONTERA;U;1;134;6;
3491;7714;80480235;80480298;ALBERTO BOHORQUEZ;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480235;80480298;ALBERTO BOHORQUEZ;U;1;781;5;
3492;7708;80480229;80480287;FRANCISCO CERMEO;1;Chuquisaca;1;Oropeza;1;Sucre;2;Alternativa;80480229;80480287;FRANCISCO CERMEO;U;2;368;1;
3493;1561;51450051;51450052;SAN JOS;5;Potosi;1;Tomas Frias;2;Tinquipaya;1;Regular;51450051;51450052;SAN JOS;R;1;983;4;
3494;7302;80430040;80430047;ALFREDO MARTINEZ RODAS;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80430040;80430047;ALFREDO MARTINEZ RODAS;R;1;775;4;
3495;6091;71480065;71480065;VILA PAMPA;5;Potosi;1;Tomas Frias;2;Tinquipaya;1;Regular;71480065;71480065;VILA PAMPA;R;1;120;2;
3496;6361;71850015;71850018;CRISTO REY SCHOOL;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850015;71850018;CRISTO REY SCHOOL;U;3;803;9;
3497;7551;80480030;"80480058;80480172";"GUIDO VILLAGOMEZ B;GUIDO VILLAGOMEZ A";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480030;80480172;GUIDO VILLAGOMEZ A;U;1;972;6;
3498;12636;81450119;81450121;FALSURI;5;Potosi;4;Chayanta;1;Colquechaca;1;Regular;81450119;81450121;FALSURI;R;1;383;8;
3499;7679;80480198;"80480012;80480246;80480264";"6 DE JUNIO A;8 DE SEPTIEMBRE;ADHEMAR ALBERTO CARVAJAL COLLAZOS";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480198;80480012;6 DE JUNIO A;U;1;901;7;
3500;7194;80410028;80410029;TELMO ESPADA PEREIRA;1;Chuquisaca;8;Belisario Boeto;1;Villa Serrano;1;Regular;80410028;80410029;TELMO ESPADA PEREIRA;R;1;497;5;
3501;7696;80480217;80480188;SAN XAVIER C;1;Chuquisaca;1;Oropeza;1;Sucre;2;Alternativa;80480217;80480188;SAN XAVIER C;U;2;484;7;
3502;7528;80480001;"80480002;80480196;80480197";"JORGE REVILLA ALDANA B;JORGE REVILLA ALDANA A;JORGE REVILLA ALDANA C";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480001;80480196;JORGE REVILLA ALDANA A;U;1;955;8;
3503;1559;51450049;51450050;BOLIVIA;5;Potosi;4;Chayanta;4;Ocuri;1;Regular;51450049;51450050;BOLIVIA;R;1;220;9;
3504;7642;80480148;"80480190;80480226";"SAGRADA FAMILIA;JOSE MARIA VELAZ";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480148;80480190;SAGRADA FAMILIA;U;2;671;2;
3505;7315;80430054;80430004;FICHUYUJ;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80430054;80430004;FICHUYUJ;R;1;624;10;
3506;7616;80480105;80480151;TUJSUPAYA;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480105;80480151;TUJSUPAYA;U;1;84;0;
3507;3442;61920033;61920033;AGUA BUENA;7;Santa Cruz;7;Cordillera;5;Gutierrez;1;Regular;61920033;61920033;AGUA BUENA;R;1;895;7;
3508;6348;71850001;71850007;RESGUARDO;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850001;71850007;RESGUARDO;U;1;488;1;
3509;7694;80480214;80480269;VILLA ARMONIA B;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480214;80480269;VILLA ARMONIA B;U;1;797;1;
3510;6139;71480118;71480120;ATHINA;5;Potosi;1;Tomas Frias;2;Tinquipaya;1;Regular;71480118;71480120;ATHINA;R;1;995;5;
3511;2930;61460032;61460032;CKOCHA;5;Potosi;3;Cornelio Saavedra;3;Tacobamba;1;Regular;61460032;61460032;CKOCHA;R;1;818;7;
3512;12626;81450109;81450110;12 DE ABRIL;5;Potosi;4;Chayanta;1;Colquechaca;1;Regular;81450109;81450110;12 DE ABRIL;R;1;299;3;
3513;12568;81450044;81450045;AYACUCHO DE JANCKOYU;5;Potosi;4;Chayanta;1;Colquechaca;1;Regular;81450044;81450045;AYACUCHO DE JANCKOYU;R;1;577;9;
3514;11115;81120025;81120025;ILLIMANI DE CHAUCA;4;Oruro;12;Sur Carangas;1;Santiago de Andamarca;1;Regular;81120025;81120025;ILLIMANI DE CHAUCA;R;1;879;1;
3515;7565;80480045;"80480087;80480238;80480270";"EMILIO HOCHMANN B;EMILIO HOCHMANN A;VILLA ARMONIA";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480045;80480238;EMILIO HOCHMANN A;U;1;374;10;
3516;6352;71850006;71850004;CLEIDY DURAN YOVIO;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850006;71850004;CLEIDY DURAN YOVIO;U;1;881;6;
3517;7594;80480078;"80480123;80480177";"GUALBERTO VILLARROEL;6 DE JUNIO B";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480078;80480177;6 DE JUNIO B;R;1;643;3;
3518;7678;80480197;80480242;SUMAJ RIJCHARY;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480197;80480242;SUMAJ RIJCHARY;U;1;675;9;
3519;12572;81450048;81450049;SUCRE;5;Potosi;4;Chayanta;1;Colquechaca;1;Regular;81450048;81450049;SUCRE;R;1;889;9;
3520;11161;81150018;81150018;SEBASTIAN PAGADOR;4;Oruro;9;Sabaya;1;Sabaya;1;Regular;81150018;81150018;SEBASTIAN PAGADOR;R;1;481;2;
3521;6357;71850011;71850016;ANTONIO QUIJARRO;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850011;71850016;ANTONIO QUIJARRO;U;3;529;1;
3522;7581;80480062;"80480104;80480228";"MARCELO QUIROGA SANTA CRUZ A;MARCELO QUIROGA SANTA CRUZ B";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480062;80480104;MARCELO QUIROGA SANTA CRUZ A;U;1;227;2;
3523;6089;71480063;71480063;LASTROJO;5;Potosi;4;Chayanta;1;Colquechaca;1;Regular;71480063;71480063;LASTROJO;R;1;806;4;
3524;12571;81450047;81450048;BOLIVIA DE YOCONA ALTA;5;Potosi;4;Chayanta;1;Colquechaca;1;Regular;81450047;81450048;BOLIVIA DE YOCONA ALTA;R;1;492;1;
3525;6355;71850009;71850002;SANTA CRUZ;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850009;71850002;SANTA CRUZ;U;1;708;8;
3526;7213;80410052;"80410015;80410047";"6 DE AGOSTO;RAYMUNDO ESPADA SOLIS";1;Chuquisaca;8;Belisario Boeto;1;Villa Serrano;1;Regular;80410052;80410015;6 DE AGOSTO;R;1;90;7;
3527;7171;80410002;80410044;DANIEL SANCHEZ BUSTAMANTE;1;Chuquisaca;8;Belisario Boeto;1;Villa Serrano;1;Regular;80410002;80410044;DANIEL SANCHEZ BUSTAMANTE;R;1;114;5;
3528;11026;81090004;81090004;TODOS SANTOS;4;Oruro;15;Mejillones;2;Todos Santos;1;Regular;81090004;81090004;TODOS SANTOS;R;1;823;7;
3529;11027;81090005;81090005;EDUARDO ABAROA;4;Oruro;15;Mejillones;2;Todos Santos;1;Regular;81090005;81090005;EDUARDO ABAROA;R;1;970;4;
3530;7479;80460018;80460019;TOLEDO;1;Chuquisaca;3;Zuda?ez;1;Zudanez;1;Regular;80460018;80460019;TOLEDO;R;1;476;5;
3531;2929;61460031;61460031;PALCA HUASI;5;Potosi;3;Cornelio Saavedra;3;Tacobamba;1;Regular;61460031;61460031;PALCA HUASI;R;1;107;10;
3532;12638;81450121;81450123;1ERO. DE MAYO;5;Potosi;4;Chayanta;1;Colquechaca;1;Regular;81450121;81450123;1ERO. DE MAYO;R;1;485;8;
3533;6141;71480120;71480121;VALERO;5;Potosi;4;Chayanta;4;Ocuri;1;Regular;71480120;71480121;VALERO;R;1;171;7;
3534;7710;80480231;80480291;FRANZ TAMAYO;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480231;80480291;FRANZ TAMAYO;U;1;398;3;
3535;11162;81150019;81150019;JOSE MARIA EGUEZ CUELLAR;4;Oruro;9;Sabaya;1;Sabaya;1;Regular;81150019;81150019;JOSE MARIA EGUEZ CUELLAR;R;1;742;1;
3536;1542;51450032;51450032;MARCOHATA;5;Potosi;4;Chayanta;4;Ocuri;1;Regular;51450032;51450032;MARCOHATA;R;1;346;7;
3537;12566;81450042;81450043;1RO. DE MAYO DE SALINAS ALTA;5;Potosi;4;Chayanta;1;Colquechaca;1;Regular;81450042;81450043;1RO. DE MAYO DE SALINAS ALTA;R;1;854;8;
3538;7702;80480223;"80480280;80480290";"LIBERTAD DE LAS AMERICAS;LIBERTAD DE LAS AMERICAS B";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480223;80480280;LIBERTAD DE LAS AMERICAS;U;1;167;7;
3539;11361;81220051;81220052;SICONA;4;Oruro;2;Abaroa;1;Challapata;1;Regular;81220051;81220052;SICONA;R;1;892;7;
3540;6350;71850003;71850011;PUERTO GONZALO;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850003;71850011;PUERTO GONZALO;U;1;783;6;
3541;11054;81100028;81100029;GERMAN BUSCH;4;Oruro;14;Sebastian Pagador;1;Santiago de Huari;1;Regular;81100028;81100029;GERMAN BUSCH;U;1;327;0;
3542;6358;71850012;71850014;ADVENTISTA PUERTO QUIJARRO;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850012;71850014;ADVENTISTA PUERTO QUIJARRO;U;3;91;10;
3543;6354;71850008;71850010;27 DE MAYO;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850008;71850010;27 DE MAYO;U;1;502;3;
3544;7301;80430039;80430046;SURIMA CHICA;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80430039;80430046;SURIMA CHICA;R;1;273;1;
3545;7701;80480222;"80480279;80480289;80480299";"GASTON VILAR CASSO;GASTON VILAR CASSO B;GASTON VILAR CASSO C";1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480222;80480279;GASTON VILAR CASSO;U;1;100;0;
3546;11037;81100011;81100012;LLAPALLAPANI A;4;Oruro;14;Sebastian Pagador;1;Santiago de Huari;1;Regular;81100011;81100012;LLAPALLAPANI A;R;1;406;1;
3547;13820;81910022;81910014;EL YESO;7;Santa Cruz;8;Valle Grande;1;Vallegrande;1;Regular;81910022;81910014;EL YESO;R;1;85;0;
3548;7619;80480108;80480154;VICTORIA DIEZ;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480108;80480154;VICTORIA DIEZ;U;2;691;4;
3549;6353;71850007;71850003;FENELON SUAREZ ROMAN;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850007;71850003;FENELON SUAREZ ROMAN;U;1;928;10;
3550;11053;81100027;"81100028;81100035";"GUALBERTO VILLARROEL;HUARI";4;Oruro;14;Sebastian Pagador;1;Santiago de Huari;1;Regular;81100027;81100028;GUALBERTO VILLARROEL;U;1;697;7;
3551;7665;80480178;80480224;HERMANN GMEINER;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480178;80480224;HERMANN GMEINER;U;2;640;7;
3552;6364;71850018;71850022;EVANGELICA SHEKINA;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850018;71850022;EVANGELICA SHEKINA;U;3;546;4;
3553;6362;71850016;71850019;SAN AGUSTIN;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850016;71850019;SAN AGUSTIN;U;3;122;6;
3554;7466;80460004;80460004;CEREZAL;1;Chuquisaca;3;Zuda?ez;1;Zudanez;1;Regular;80460004;80460004;CEREZAL;R;1;511;6;
3555;7322;80430061;80430045;SUINDIRI;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80430061;80430045;SUINDIRI;R;1;67;2;
3556;7297;80430035;80430041;SAN ANTONIO DE TOCA;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80430035;80430041;SAN ANTONIO DE TOCA;R;1;75;5;
3557;11056;81100031;81100032;JOSE LUIS JOHNSON;4;Oruro;14;Sebastian Pagador;1;Santiago de Huari;1;Regular;81100031;81100032;JOSE LUIS JOHNSON;U;3;753;5;
3558;11114;81120024;81120024;TUPAC KATARI;4;Oruro;12;Sur Carangas;1;Santiago de Andamarca;1;Regular;81120024;81120024;TUPAC KATARI;R;1;562;2;
3559;7323;80430062;80430053;TARCAI BAJA;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80430062;80430053;TARCAI BAJA;R;1;925;1;
3560;7597;80480081;80480126;QARAWIRI;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480081;80480126;QARAWIRI;R;1;574;5;
3561;7605;80480091;80480137;SIMON BOLIVAR DE SAQUPAYA;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480091;80480137;SIMON BOLIVAR DE SAQUPAYA;R;1;210;1;
3562;1555;51450045;51450045;CHAUPI LOMA;5;Potosi;4;Chayanta;4;Ocuri;1;Regular;51450045;51450045;CHAUPI LOMA;R;1;510;6;
3563;11024;81090002;81090002;RIVERA;4;Oruro;15;Mejillones;1;La Rivera;1;Regular;81090002;81090002;RIVERA;R;1;347;1;
3564;6359;71850013;71850015;SAN FRANCISCO DE ASIS;7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850013;71850015;SAN FRANCISCO DE ASIS;U;3;533;8;
3565;7629;80480120;80480114;ANGEL BASPINEIRO;1;Chuquisaca;1;Oropeza;1;Sucre;1;Regular;80480120;80480114;ANGEL BASPINEIRO;U;1;261;8;
3566;3415;61920003;61920009;ALDEA I;7;Santa Cruz;7;Cordillera;2;Charagua;1;Regular;61920003;61920009;ALDEA I;R;1;647;1;
3567;7321;80430060;80430031;MOROMARCA;1;Chuquisaca;6;Yamparaez;1;Tarabuco;1;Regular;80430060;80430031;MOROMARCA;R;1;498;1;
3568;1560;51450050;51450051;JUANA AZURDUY DE PADILLA;5;Potosi;4;Chayanta;4;Ocuri;1;Regular;51450050;51450051;JUANA AZURDUY DE PADILLA;R;1;836;6;
3569;1538;51450028;51450028;YARETA CKASA;5;Potosi;4;Chayanta;4;Ocuri;1;Regular;51450028;51450028;YARETA CKASA;R;1;64;2;
3570;6090;71480064;71480064;PISCKO CKORO;5;Potosi;4;Chayanta;1;Colquechaca;1;Regular;71480064;71480064;PISCKO CKORO;R;1;272;2;
3571;6351;71850004;"71850001;71850005;71850013";"MAXIMILIANO PAREDES;SAMUEL LOPEZ MENDOZA;PUERTO QUIJARRO";7;Santa Cruz;14;German Busch;2;Puerto Quijarro;1;Regular;71850004;71850001;MAXIMILIANO PAREDES;U;1;789;2;
